unique_id,text,climate_adaptation,climate_mitigation
2012000159|2012|Contributions to support the Memorandum of Understanding on the conservation of migratory birds of prey in Africa and Eurasia.|1.495066|41030,Contributions to support the Memorandum of Understanding on the conservation of migratory birds of prey in Africa and Eurasia. CONTRIBUTIONS TO SUPPORT THE MEMORANDUM OF UNDERSTANDING ON THE CONSERVATION OF MIGRATORY BIRDS OF PREY IN AFRICA AND EURASIA. ,0,0
2012000157|2012|Financial support to the researches of the international think tank working to advance sustainability through use of the Ecological Footprint.|0.353879|41020,Financial support to the researches of the international think tank working to advance sustainability through use of the Ecological Footprint. FINANCIAL SUPPORT TO THE RESEARCHES OF THE INTERNATIONAL THINK TANK WORKING TO ADVANCE SUSTAINABILITY THROUGH USE OF THE ECOLOGICAL FOOTPRINT. ,0,2
2012000158|2012|Funding for the ARKive project - a unique global initiative.|0.788938|41030,Funding for the ARKive project - a unique global initiative. FUNDING FOR THE ARKIVE PROJECT - A UNIQUE GLOBAL INITIATIVE. ,0,0
2012000578|2012|IRENA offices general service expenses|5.747469|23110,IRENA offices general service expenses IRENA OFFICES GENERAL SERVICE EXPENSES ,0,1
2012000579|2012|Research and E-Learning|1.421425|23181,Research and E-Learning RESEARCH AND E-LEARNING ,0,2
2012000580|2012|Least developing countries support|0.756973|23110,Least developing countries support LEAST DEVELOPING COUNTRIES SUPPORT ,0,2
"2012000584|2012|Hosting and organization of the 'Global Consultation on Vigilance in Blood Transfusion Medicine' in Dubai,  20-22 Nov. 2012)|0.163307|12110","Hosting and organization of the 'Global Consultation on Vigilance in Blood Transfusion Medicine' in Dubai,  20-22 Nov. 2012) HOSTING AND ORGANIZATION OF THE 'GLOBAL CONSULTATION ON VIGILANCE IN BLOOD TRANSFUSION MEDICINE' IN DUBAI,  20-22 NOV. 2012) ",0,0
2012000593|2012|Contribution to the operational budget of the embassy in the UAE|0.274751|51010,Contribution to the operational budget of the embassy in the UAE CONTRIBUTION TO THE OPERATIONAL BUDGET OF THE EMBASSY IN THE UAE ,0,0
2012000585|2012|Initiative of the United Arab Emirates to support the safe use of injections in the world.|0.171335|12250,Initiative of the United Arab Emirates to support the safe use of injections in the world. INITIATIVE OF THE UNITED ARAB EMIRATES TO SUPPORT THE SAFE USE OF INJECTIONS IN THE WORLD. ,0,0
2012000587|2012|contribution to INSARAG|0.252265|72050,contribution to INSARAG CONTRIBUTION TO INSARAG ,0,0
2012000602|2012|Assistance to the Islamic Solidarity Fund|2.005683|43010,Assistance to the Islamic Solidarity Fund ASSISTANCE TO THE ISLAMIC SOLIDARITY FUND ,0,0
2012000156|2012|Framework support for implementing the strategic plan of the Species Survival Commission (SSC).|0.494956|41030,Framework support for implementing the strategic plan of the Species Survival Commission (SSC). FRAMEWORK SUPPORT FOR IMPLEMENTING THE STRATEGIC PLAN OF THE SPECIES SURVIVAL COMMISSION (SSC). ,0,0
2012000454|2012|Wildlife conservation project - Zhou's Box Turtle|0.004864|41030,Wildlife conservation project - Zhou's Box Turtle WILDLIFE CONSERVATION PROJECT - ZHOU'S BOX TURTLE ,0,0
2012000488|2012|Wildlife conservation project - Sumatran rhinoceros|0.011146|41030,Wildlife conservation project - Sumatran rhinoceros WILDLIFE CONSERVATION PROJECT - SUMATRAN RHINOCEROS ,0,0
2012000182|2012|Donation of 300 educationnal computers (called OLPC - one laptop per child) in 60 schools throughout the country|0.06217|11120,Donation of 300 educationnal computers (called OLPC - one laptop per child) in 60 schools throughout the country DONATION OF 300 EDUCATIONNAL COMPUTERS (CALLED OLPC - ONE LAPTOP PER CHILD) IN 60 SCHOOLS THROUGHOUT THE COUNTRY ,0,0
2012000398|2012|Wildlife conservation project - Eastern lowland gorilla|0.010133|41030,Wildlife conservation project - Eastern lowland gorilla WILDLIFE CONSERVATION PROJECT - EASTERN LOWLAND GORILLA ,0,0
2012000189|2012|Donation of tables in a remote south area|0.008022|43040,Donation of tables in a remote south area DONATION OF TABLES IN A REMOTE SOUTH AREA ,0,0
2012000489|2012|Wildlife conservation project - Sulawesi crested black macaque|0.012159|41030,Wildlife conservation project - Sulawesi crested black macaque WILDLIFE CONSERVATION PROJECT - SULAWESI CRESTED BLACK MACAQUE ,0,0
2012000403|2012|Wildlife conservation project - Writhed-billed Hornbill|0.00608|41030,Wildlife conservation project - Writhed-billed Hornbill WILDLIFE CONSERVATION PROJECT - WRITHED-BILLED HORNBILL ,0,0
2012000603|2012|Construction of a solar energy power plant with an output of  15MW. (funded by the Abu Dhabi Crown Prince's Court)|45.153719|23230,Construction of a solar energy power plant with an output of  15MW. (funded by the Abu Dhabi Crown Prince's Court) CONSTRUCTION OF A SOLAR ENERGY POWER PLANT WITH AN OUTPUT OF  15MW. (FUNDED BY THE ABU DHABI CROWN PRINCE'S COURT) ,0,2
2012000405|2012|Wildlife conservation project - Marvelous Spatuletail|0.00608|41030,Wildlife conservation project - Marvelous Spatuletail WILDLIFE CONSERVATION PROJECT - MARVELOUS SPATULETAIL ,0,0
2012000500|2012|Wildlife conservation project - Sumatran tiger|0.010133|41030,Wildlife conservation project - Sumatran tiger WILDLIFE CONSERVATION PROJECT - SUMATRAN TIGER ,0,0
"2012000190|2012|Donation of a meeting table, air conditioning, 30 chairs, painting .|0.006016|43040","Donation of a meeting table, air conditioning, 30 chairs, painting . DONATION OF A MEETING TABLE, AIR CONDITIONING, 30 CHAIRS, PAINTING . ",0,0
2012000404|2012|Wildlife conservation project - african wild dog|0.005066|41030,Wildlife conservation project - african wild dog WILDLIFE CONSERVATION PROJECT - AFRICAN WILD DOG ,0,0
2012000183|2012|Installation of 5 free computer rooms in 5 cities throughout the country|0.020055|11120,Installation of 5 free computer rooms in 5 cities throughout the country INSTALLATION OF 5 FREE COMPUTER ROOMS IN 5 CITIES THROUGHOUT THE COUNTRY ,0,0
2012000322|2012|Wildlife conservation project - Senecio sumarae|0.018239|41030,Wildlife conservation project - Senecio sumarae WILDLIFE CONSERVATION PROJECT - SENECIO SUMARAE ,0,0
2012000406|2012|Wildlife conservation project - west caucasian tur|0.00841|41030,Wildlife conservation project - west caucasian tur WILDLIFE CONSERVATION PROJECT - WEST CAUCASIAN TUR ,0,0
2012000492|2012|Wildlife conservation project - White-backed Vulture|0.002432|41030,Wildlife conservation project - White-backed Vulture WILDLIFE CONSERVATION PROJECT - WHITE-BACKED VULTURE ,0,0
2012000188|2012|Organization of a challenge between the 300 women installed|0.024066|15170,Organization of a challenge between the 300 women installed ORGANIZATION OF A CHALLENGE BETWEEN THE 300 WOMEN INSTALLED ,0,0
2012000396|2012|Wildlife conservation project - Western chimpanzee|0.00304|41030,Wildlife conservation project - Western chimpanzee WILDLIFE CONSERVATION PROJECT - WESTERN CHIMPANZEE ,0,0
2012000499|2012|Wildlife conservation project - Euphrates softshell turtle|0.007093|41030,Wildlife conservation project - Euphrates softshell turtle WILDLIFE CONSERVATION PROJECT - EUPHRATES SOFTSHELL TURTLE ,0,0
2012000487|2012|Wildlife conservation project - Bowany Barb|0.011146|41030,Wildlife conservation project - Bowany Barb WILDLIFE CONSERVATION PROJECT - BOWANY BARB ,0,0
2012000181|2012|Donation of tables and benches in a remote north area|0.012033|43040,Donation of tables and benches in a remote north area DONATION OF TABLES AND BENCHES IN A REMOTE NORTH AREA ,0,0
2012000397|2012|Wildlife conservation project - Amburana|0.00456|41030,Wildlife conservation project - Amburana WILDLIFE CONSERVATION PROJECT - AMBURANA ,0,0
2012000486|2012|Wildlife conservation project - Nimba Otter Shrew|0.008106|41030,Wildlife conservation project - Nimba Otter Shrew WILDLIFE CONSERVATION PROJECT - NIMBA OTTER SHREW ,0,0
2012000187|2012|Donation of sales material to 300 poor women in the hinterland (for resell of products Moov)|0.130356|15170,Donation of sales material to 300 poor women in the hinterland (for resell of products Moov) DONATION OF SALES MATERIAL TO 300 POOR WOMEN IN THE HINTERLAND (FOR RESELL OF PRODUCTS MOOV) ,0,0
2012000498|2012|Wildlife conservation project - African wild dog|0.00608|41030,Wildlife conservation project - African wild dog WILDLIFE CONSERVATION PROJECT - AFRICAN WILD DOG ,0,0
2012000394|2012|Wildlife conservation project - Indian water buffalo|0.002351|41030,Wildlife conservation project - Indian water buffalo WILDLIFE CONSERVATION PROJECT - INDIAN WATER BUFFALO ,0,0
2012000496|2012|Wildlife conservation project - Ka?por capuchin monkey|0.010133|41030,Wildlife conservation project - Ka?por capuchin monkey WILDLIFE CONSERVATION PROJECT - KA?POR CAPUCHIN MONKEY ,0,0
2012000497|2012|Wildlife conservation project - Cola octoloboides|0.010133|41030,Wildlife conservation project - Cola octoloboides WILDLIFE CONSERVATION PROJECT - COLA OCTOLOBOIDES ,0,0
2012000379|2012|Wildlife conservation project - Narrownose Smooth Hound|0.007093|41030,Wildlife conservation project - Narrownose Smooth Hound WILDLIFE CONSERVATION PROJECT - NARROWNOSE SMOOTH HOUND ,0,0
2012000478|2012|Wildlife conservation project - Amani Flatwing|0.008106|41030,Wildlife conservation project - Amani Flatwing WILDLIFE CONSERVATION PROJECT - AMANI FLATWING ,0,0
2012000477|2012|Wildlife conservation project - Bengal Florican|0.007093|41030,Wildlife conservation project - Bengal Florican WILDLIFE CONSERVATION PROJECT - BENGAL FLORICAN ,0,0
2012000177|2012|Shelter for Disabled soldiers|0.007426|16010,Shelter for Disabled soldiers SHELTER FOR DISABLED SOLDIERS ,0,0
2012000179|2012|Rehabilitation of an old school in a remote area in west - south Togo|0.012033|11120,Rehabilitation of an old school in a remote area in west - south Togo REHABILITATION OF AN OLD SCHOOL IN A REMOTE AREA IN WEST - SOUTH TOGO ,0,0
2012000380|2012|Wildlife conservation project - Southern River Terrapin|0.010133|41030,Wildlife conservation project - Southern River Terrapin WILDLIFE CONSERVATION PROJECT - SOUTHERN RIVER TERRAPIN ,0,0
2012000479|2012|Wildlife conservation project - Himalayan musk deer|0.008106|41030,Wildlife conservation project - Himalayan musk deer WILDLIFE CONSERVATION PROJECT - HIMALAYAN MUSK DEER ,0,0
2012000178|2012|Donations of scholarships to young girls within the country.|0.100274|11120,Donations of scholarships to young girls within the country. DONATIONS OF SCHOLARSHIPS TO YOUNG GIRLS WITHIN THE COUNTRY. ,0,0
2012000165|2012|Donation of school kits to primary school children in Benin|0.066358|11220,Donation of school kits to primary school children in Benin DONATION OF SCHOOL KITS TO PRIMARY SCHOOL CHILDREN IN BENIN ,0,0
2012000474|2012|Wildlife conservation project - Southern white-cheeked gibbon|0.010133|41030,Wildlife conservation project - Southern white-cheeked gibbon WILDLIFE CONSERVATION PROJECT - SOUTHERN WHITE-CHEEKED GIBBON ,0,0
2012000389|2012|Wildlife conservation project - Ricord's Iguana|0.010133|41030,Wildlife conservation project - Ricord's Iguana WILDLIFE CONSERVATION PROJECT - RICORD'S IGUANA ,0,0
2012000176|2012|Beautification of the City of Colombo|0.011454|14050,Beautification of the City of Colombo BEAUTIFICATION OF THE CITY OF COLOMBO ,0,0
2012000476|2012|Wildlife conservation project - Cherax pallidus|0.007093|41030,Wildlife conservation project - Cherax pallidus WILDLIFE CONSERVATION PROJECT - CHERAX PALLIDUS ,0,0
2012000378|2012|Wildlife conservation project - Slender-Billed Curlew|0.007093|41030,Wildlife conservation project - Slender-Billed Curlew WILDLIFE CONSERVATION PROJECT - SLENDER-BILLED CURLEW ,0,0
2012000475|2012|Wildlife conservation project - Malcolm's Ethiopia Toad|0.007093|41030,Wildlife conservation project - Malcolm's Ethiopia Toad WILDLIFE CONSERVATION PROJECT - MALCOLM'S ETHIOPIA TOAD ,0,0
2012000392|2012|Wildlife conservation project - Dracula orchid|0.005066|41030,Wildlife conservation project - Dracula orchid WILDLIFE CONSERVATION PROJECT - DRACULA ORCHID ,0,0
2012000490|2012|Wildlife conservation project - King Cobra|0.00608|41030,Wildlife conservation project - King Cobra WILDLIFE CONSERVATION PROJECT - KING COBRA ,0,0
2012000491|2012|Wildlife conservation project - Sclater's guenon|0.003597|41030,Wildlife conservation project - Sclater's guenon WILDLIFE CONSERVATION PROJECT - SCLATER'S GUENON ,0,0
2012000180|2012|Construction of additionnal classrooms in East- south area in Togo|0.028077|11120,Construction of additionnal classrooms in East- south area in Togo CONSTRUCTION OF ADDITIONNAL CLASSROOMS IN EAST- SOUTH AREA IN TOGO ,0,0
2012000391|2012|Wildlife conservation project - Great Indian Bustard|0.005805|41030,Wildlife conservation project - Great Indian Bustard WILDLIFE CONSERVATION PROJECT - GREAT INDIAN BUSTARD ,0,0
2012000390|2012|Wildlife conservation project - Sinai Baton Blue butterfly|0.002685|41030,Wildlife conservation project - Sinai Baton Blue butterfly WILDLIFE CONSERVATION PROJECT - SINAI BATON BLUE BUTTERFLY ,0,0
2012000494|2012|Wildlife conservation project - Nigerian Cameroonian chimpanzee|0.0076|41030,Wildlife conservation project - Nigerian Cameroonian chimpanzee WILDLIFE CONSERVATION PROJECT - NIGERIAN CAMEROONIAN CHIMPANZEE ,0,0
2012000381|2012|Wildlife conservation project - Wild Camel|0.010133|41030,Wildlife conservation project - Wild Camel WILDLIFE CONSERVATION PROJECT - WILD CAMEL ,0,0
2012000493|2012|Wildlife conservation project - Grevy's zebra|0.010133|41030,Wildlife conservation project - Grevy's zebra WILDLIFE CONSERVATION PROJECT - GREVY'S ZEBRA ,0,0
2012000393|2012|Wildlife conservation project - Central American River Turtle|0.010133|41030,Wildlife conservation project - Central American River Turtle WILDLIFE CONSERVATION PROJECT - CENTRAL AMERICAN RIVER TURTLE ,0,0
2012000186|2012|Organisation of a national competition to create educational applications for students (mobile and web applications)|0.014038|11120,Organisation of a national competition to create educational applications for students (mobile and web applications) ORGANISATION OF A NATIONAL COMPETITION TO CREATE EDUCATIONAL APPLICATIONS FOR STUDENTS (MOBILE AND WEB APPLICATIONS) ,0,0
2012000495|2012|Wildlife conservation project - Olive Ridley Sea Turtle|0.002787|41030,Wildlife conservation project - Olive Ridley Sea Turtle WILDLIFE CONSERVATION PROJECT - OLIVE RIDLEY SEA TURTLE ,0,0
2012000388|2012|Wildlife conservation project - Williams' Ankaratra treefrog|0.010133|41030,Wildlife conservation project - Williams' Ankaratra treefrog WILDLIFE CONSERVATION PROJECT - WILLIAMS' ANKARATRA TREEFROG ,0,0
2012000473|2012|Wildlife conservation project - Rainbow goodeid|0.010133|41030,Wildlife conservation project - Rainbow goodeid WILDLIFE CONSERVATION PROJECT - RAINBOW GOODEID ,0,0
2012000387|2012|Wildlife conservation project - Pseudoscorpionida|0.003546|41030,Wildlife conservation project - Pseudoscorpionida WILDLIFE CONSERVATION PROJECT - PSEUDOSCORPIONIDA ,0,0
2012000386|2012|Wildlife conservation project - Rocky Cypress|0.010133|41030,Wildlife conservation project - Rocky Cypress WILDLIFE CONSERVATION PROJECT - ROCKY CYPRESS ,0,0
2012000484|2012|Wildlife conservation project - Golden Poison Frog|0.004053|41030,Wildlife conservation project - Golden Poison Frog WILDLIFE CONSERVATION PROJECT - GOLDEN POISON FROG ,0,0
2012000485|2012|Wildlife conservation project - Blue-eyed black lemur|0.004357|41030,Wildlife conservation project - Blue-eyed black lemur WILDLIFE CONSERVATION PROJECT - BLUE-EYED BLACK LEMUR ,0,0
